ID	Notes	Scaffold	sgRNA1_ID	Gene1	sgRNA2_ID	Gene2	sgRNA1_Class	sgRNA2_Class	vector_class
DG0003634	CopyNumber	Wildtype	1047344859	FER1L6	CTRL00368		unclassified	non-targeting	unclassified + non-targeting
DG0003635	CopyNumber	Wildtype	1047291201	FBXO32	CTRL00908		unclassified	non-targeting	unclassified + non-targeting
DG0003636	CopyNumber	Wildtype	1047291204	FBXO32	CTRL00908		unclassified	non-targeting	unclassified + non-targeting
DG0003637	CopyNumber	Wildtype	1048796221	FAM135B	CTRL00687		unclassified	non-targeting	unclassified + non-targeting
DG0003638	CopyNumber	Wildtype	1048807097	FAM135B	CTRL00687		unclassified	non-targeting	unclassified + non-targeting
DG0003639	CopyNumber	Wildtype	1047452390	ZNF572	CTRL00007		unclassified	non-targeting	unclassified + non-targeting
DG0003640	CopyNumber	Wildtype	1047452336	ZNF572	CTRL00007		unclassified	non-targeting	unclassified + non-targeting
DG0003641	CopyNumber	Wildtype	1168924961	SIRPB1	CTRL00872		unclassified	non-targeting	unclassified + non-targeting
DG0003642	CopyNumber	Wildtype	1168925904	SIRPB1	CTRL00872		unclassified	non-targeting	unclassified + non-targeting
DG0003643	CopyNumber	Wildtype	1046542498	TRPS1	1122026575		unclassified	intergenic	unclassified + intergenic
DG0003644	CopyNumber	Wildtype	1046542458	TRPS1	1122026575		unclassified	intergenic	unclassified + intergenic
DG0003645	CopyNumber	Wildtype	1046659937	AARD	940514764		unclassified	intergenic	unclassified + intergenic
DG0003646	CopyNumber	Wildtype	1046659960	AARD	940514764		unclassified	intergenic	unclassified + intergenic
DG0003647	CopyNumber	Wildtype	1049220563	PTP4A3	1063847130		unclassified	intergenic	unclassified + intergenic
DG0003648	CopyNumber	Wildtype	1049220558	PTP4A3	1063847130		unclassified	intergenic	unclassified + intergenic
DG0003649	CopyNumber	Wildtype	1047024526	SNTB1	985155272		unclassified	intergenic	unclassified + intergenic
DG0003650	CopyNumber	Wildtype	1047013138	SNTB1	985155272		unclassified	intergenic	unclassified + intergenic
DG0003651	CopyNumber	Wildtype	1049180344	SLC45A4	965042142		unclassified	intergenic	unclassified + intergenic
DG0003652	CopyNumber	Wildtype	1049180275	SLC45A4	965042142		unclassified	intergenic	unclassified + intergenic
DG0003653	CopyNumber	Wildtype	1046679532	SLC30A8	925576821		unclassified	intergenic	unclassified + intergenic
DG0003654	CopyNumber	Wildtype	1046679961	SLC30A8	925576821		unclassified	intergenic	unclassified + intergenic
DG0003655	CopyNumber	Wildtype	1048272235	SLA	943721389		unclassified	intergenic	unclassified + intergenic
DG0003656	CopyNumber	Wildtype	1048273089	SLA	943721389		unclassified	intergenic	unclassified + intergenic
DG0003657	CopyNumber	Wildtype	1046802114	SAMD12	1014839408		unclassified	intergenic	unclassified + intergenic
DG0003658	CopyNumber	Wildtype	1046815638	SAMD12	1014839408		unclassified	intergenic	unclassified + intergenic
DG0003659	CopyNumber	Wildtype	1047394797	RNF139	1032316778		unclassified	intergenic	unclassified + intergenic
DG0003660	CopyNumber	Wildtype	1047394762	RNF139	1032316778		unclassified	intergenic	unclassified + intergenic
DG0003661	CopyNumber	Wildtype	1046652599	RAD21	1024903596		unclassified	intergenic	unclassified + intergenic
DG0003662	CopyNumber	Wildtype	1046652881	RAD21	1024903596		unclassified	intergenic	unclassified + intergenic
DG0003663	CopyNumber	Wildtype	1049117542	PTK2	1009344572		unclassified	intergenic	unclassified + intergenic
DG0003664	CopyNumber	Wildtype	1049113811	PTK2	1009344572		unclassified	intergenic	unclassified + intergenic
DG0003665	CopyNumber	Wildtype	1048331816	ST3GAL1	1021429352		unclassified	intergenic	unclassified + intergenic
DG0003666	CopyNumber	Wildtype	1048331802	ST3GAL1	1021429352		unclassified	intergenic	unclassified + intergenic
DG0003667	CopyNumber	Wildtype	1047697268	POU5F1B	1031569547		unclassified	intergenic	unclassified + intergenic
DG0003668	CopyNumber	Wildtype	1047697293	POU5F1B	1031569547		unclassified	intergenic	unclassified + intergenic
DG0003669	CopyNumber	Wildtype	1048246195	PHF20L1	941352914		unclassified	intergenic	unclassified + intergenic
DG0003670	CopyNumber	Wildtype	1048244445	PHF20L1	941352914		unclassified	intergenic	unclassified + intergenic
DG0003671	CopyNumber	Wildtype	1048163484	OC90	1131322505		non-essential	intergenic	non-essential + intergenic
DG0003672	CopyNumber	Wildtype	1048163491	OC90	1131322505		non-essential	intergenic	non-essential + intergenic
DG0003673	CopyNumber	Wildtype	1047488806	NSMCE2	1055466993		unclassified	intergenic	unclassified + intergenic
DG0003674	CopyNumber	Wildtype	1047469191	NSMCE2	1055466993		unclassified	intergenic	unclassified + intergenic
DG0003675	CopyNumber	Wildtype	1047400134	NDUFB9	1119869746		unclassified	intergenic	unclassified + intergenic
DG0003676	CopyNumber	Wildtype	1047400605	NDUFB9	1119869746		unclassified	intergenic	unclassified + intergenic
DG0003677	CopyNumber	Wildtype	1048301817	NDRG1	904964476		unclassified	intergenic	unclassified + intergenic
DG0003678	CopyNumber	Wildtype	1048302531	NDRG1	904964476		unclassified	intergenic	unclassified + intergenic
DG0003679	CopyNumber	Wildtype	1047454914	SQLE	984184018		unclassified	intergenic	unclassified + intergenic
DG0003680	CopyNumber	Wildtype	1047455288	SQLE	984184018		unclassified	intergenic	unclassified + intergenic
DG0003681	CopyNumber	Wildtype	1046922450	TAF2	953471261		unclassified	intergenic	unclassified + intergenic
DG0003682	CopyNumber	Wildtype	1046926523	TAF2	953471261		unclassified	intergenic	unclassified + intergenic
DG0003683	CopyNumber	Wildtype	1048064302	ADCY8	1074249461		unclassified	intergenic	unclassified + intergenic
DG0003684	CopyNumber	Wildtype	1048072710	ADCY8	1074249461		unclassified	intergenic	unclassified + intergenic
DG0003685	CopyNumber	Wildtype	1047390973	TRMT12	998444770		unclassified	intergenic	unclassified + intergenic
DG0003686	CopyNumber	Wildtype	1047391038	TRMT12	998444770		unclassified	intergenic	unclassified + intergenic
DG0003687	CopyNumber	Wildtype	1047225472	ZHX2	919784692		unclassified	intergenic	unclassified + intergenic
DG0003688	CopyNumber	Wildtype	1047225439	ZHX2	919784692		unclassified	intergenic	unclassified + intergenic
DG0003689	CopyNumber	Wildtype	1047260532	ZHX1	996215783		unclassified	intergenic	unclassified + intergenic
DG0003690	CopyNumber	Wildtype	1047260519	ZHX1	996215783		unclassified	intergenic	unclassified + intergenic
DG0003691	CopyNumber	Wildtype	1048459417	ZFAT	930457037		unclassified	intergenic	unclassified + intergenic
DG0003692	CopyNumber	Wildtype	1048458841	ZFAT	930457037		unclassified	intergenic	unclassified + intergenic
DG0003693	CopyNumber	Wildtype	1047279947	WDYHV1	1109915083		unclassified	intergenic	unclassified + intergenic
DG0003694	CopyNumber	Wildtype	1047279944	WDYHV1	1109915083		unclassified	intergenic	unclassified + intergenic
DG0003695	CopyNumber	Wildtype	1047461267	WASHC5	1076265353		unclassified	intergenic	unclassified + intergenic
DG0003696	CopyNumber	Wildtype	1047462096	WASHC5	1076265353		unclassified	intergenic	unclassified + intergenic
DG0003697	CopyNumber	Wildtype	1046644161	UTP23	1003682266		unclassified	intergenic	unclassified + intergenic
DG0003698	CopyNumber	Wildtype	1046644180	UTP23	1003682266		unclassified	intergenic	unclassified + intergenic
DG0003699	CopyNumber	Wildtype	1047499554	TRIB1	1065073445		unclassified	intergenic	unclassified + intergenic
DG0003700	CopyNumber	Wildtype	1047500060	TRIB1	1065073445		unclassified	intergenic	unclassified + intergenic
DG0003701	CopyNumber	Wildtype	1047396460	TATDN1	1133705368		unclassified	intergenic	unclassified + intergenic
DG0003702	CopyNumber	Wildtype	1047397556	TATDN1	1133705368		unclassified	intergenic	unclassified + intergenic
DG0003703	CopyNumber	Wildtype	1049076117	TRAPPC9	958793424		unclassified	intergenic	unclassified + intergenic
DG0003704	CopyNumber	Wildtype	1049082024	TRAPPC9	958793424		unclassified	intergenic	unclassified + intergenic
DG0003705	CopyNumber	Wildtype	1046847354	TNFRSF11B	1117389378		unclassified	intergenic	unclassified + intergenic
DG0003706	CopyNumber	Wildtype	1046847365	TNFRSF11B	1117389378		unclassified	intergenic	unclassified + intergenic
DG0003707	CopyNumber	Wildtype	1048242011	TMEM71	1010075660		unclassified	intergenic	unclassified + intergenic
DG0003708	CopyNumber	Wildtype	1048241996	TMEM71	1010075660		unclassified	intergenic	unclassified + intergenic
DG0003709	CopyNumber	Wildtype	1047381832	TMEM65	917570869		unclassified	intergenic	unclassified + intergenic
DG0003710	CopyNumber	Wildtype	1047381823	TMEM65	917570869		unclassified	intergenic	unclassified + intergenic
DG0003711	CopyNumber	Wildtype	1048253663	TG	943930893		unclassified	intergenic	unclassified + intergenic
DG0003712	CopyNumber	Wildtype	1048256165	TG	943930893		unclassified	intergenic	unclassified + intergenic
DG0003713	CopyNumber	Wildtype	1047241515	TBC1D31	1052633906		unclassified	intergenic	unclassified + intergenic
DG0003714	CopyNumber	Wildtype	1047242206	TBC1D31	1052633906		unclassified	intergenic	unclassified + intergenic
DG0003715	CopyNumber	Wildtype	1047732517	MYC	970782457		unclassified	intergenic	unclassified + intergenic
DG0003716	CopyNumber	Wildtype	1047732605	MYC	970782457		unclassified	intergenic	unclassified + intergenic
DG0003717	CopyNumber	Wildtype	1047403624	MTSS1	1113039998		unclassified	intergenic	unclassified + intergenic
DG0003718	CopyNumber	Wildtype	1047403166	MTSS1	1113039998		unclassified	intergenic	unclassified + intergenic
DG0003719	CopyNumber	Wildtype	1046990818	MTBP	994388002		unclassified	intergenic	unclassified + intergenic
DG0003720	CopyNumber	Wildtype	1046990361	MTBP	994388002		unclassified	intergenic	unclassified + intergenic
DG0003721	CopyNumber	Wildtype	1046770185	EXT1	1098881072		unclassified	intergenic	unclassified + intergenic
DG0003722	CopyNumber	Wildtype	1046770208	EXT1	1098881072		unclassified	intergenic	unclassified + intergenic
DG0003723	CopyNumber	Wildtype	1046634505	EIF3H	963487696		unclassified	intergenic	unclassified + intergenic
DG0003724	CopyNumber	Wildtype	1046634509	EIF3H	963487696		unclassified	intergenic	unclassified + intergenic
DG0003725	CopyNumber	Wildtype	1048157201	EFR3A	1057501398		unclassified	intergenic	unclassified + intergenic
DG0003726	CopyNumber	Wildtype	1048157193	EFR3A	1057501398		unclassified	intergenic	unclassified + intergenic
DG0003727	CopyNumber	Wildtype	1046932498	DSCC1	1073964058		unclassified	intergenic	unclassified + intergenic
DG0003728	CopyNumber	Wildtype	1046932194	DSCC1	1073964058		unclassified	intergenic	unclassified + intergenic
DG0003729	CopyNumber	Wildtype	1047233872	DERL1	986377309		unclassified	intergenic	unclassified + intergenic
DG0003730	CopyNumber	Wildtype	1047235931	DERL1	986377309		unclassified	intergenic	unclassified + intergenic
DG0003731	CopyNumber	Wildtype	1046944909	DEPTOR	1127528405		unclassified	intergenic	unclassified + intergenic
DG0003732	CopyNumber	Wildtype	1046948919	DEPTOR	1127528405		unclassified	intergenic	unclassified + intergenic
DG0003733	CopyNumber	Wildtype	1049171673	DENND3	987951377		unclassified	intergenic	unclassified + intergenic
DG0003734	CopyNumber	Wildtype	1049172146	DENND3	987951377		unclassified	intergenic	unclassified + intergenic
DG0003735	CopyNumber	Wildtype	1046858822	COLEC10	1055778536		unclassified	intergenic	unclassified + intergenic
DG0003736	CopyNumber	Wildtype	1046858817	COLEC10	1055778536		unclassified	intergenic	unclassified + intergenic
DG0003737	CopyNumber	Wildtype	1048881821	COL22A1	1013940258		unclassified	intergenic	unclassified + intergenic
DG0003738	CopyNumber	Wildtype	1048881884	COL22A1	1013940258		unclassified	intergenic	unclassified + intergenic
DG0003739	CopyNumber	Wildtype	1046973414	COL14A1	1063220798		unclassified	intergenic	unclassified + intergenic
DG0003740	CopyNumber	Wildtype	1046970364	COL14A1	1063220798		unclassified	intergenic	unclassified + intergenic
DG0003741	CopyNumber	Wildtype	1049090700	CHRAC1	1126235648		unclassified	intergenic	unclassified + intergenic
DG0003742	CopyNumber	Wildtype	1049090676	CHRAC1	1126235648		unclassified	intergenic	unclassified + intergenic
DG0003743	CopyNumber	Wildtype	1047258100	C8orf76	1058455100		unclassified	intergenic	unclassified + intergenic
DG0003744	CopyNumber	Wildtype	1047258821	C8orf76	1058455100		unclassified	intergenic	unclassified + intergenic
DG0003745	CopyNumber	Wildtype	1047274616	ATAD2	997425753		unclassified	intergenic	unclassified + intergenic
DG0003746	CopyNumber	Wildtype	1047270069	ATAD2	997425753		unclassified	intergenic	unclassified + intergenic
DG0003747	CopyNumber	Wildtype	1047984070	ASAP1	1093329131		unclassified	intergenic	unclassified + intergenic
DG0003748	CopyNumber	Wildtype	1047978197	ASAP1	1093329131		unclassified	intergenic	unclassified + intergenic
DG0003749	CopyNumber	Wildtype	1047312289	ANXA13	1063693293		unclassified	intergenic	unclassified + intergenic
DG0003750	CopyNumber	Wildtype	1047311830	ANXA13	1063693293		unclassified	intergenic	unclassified + intergenic
DG0003751	CopyNumber	Wildtype	1049098440	AGO2	1052275928		unclassified	intergenic	unclassified + intergenic
DG0003752	CopyNumber	Wildtype	1049097396	AGO2	1052275928		unclassified	intergenic	unclassified + intergenic
DG0003753	CopyNumber	Wildtype	1046908566	ENPP2	1068153226		unclassified	intergenic	unclassified + intergenic
DG0003754	CopyNumber	Wildtype	1046910339	ENPP2	1068153226		unclassified	intergenic	unclassified + intergenic
DG0003755	CopyNumber	Wildtype	1047251187	FAM83A	1102715706		unclassified	intergenic	unclassified + intergenic
DG0003756	CopyNumber	Wildtype	1047252909	FAM83A	1102715706		unclassified	intergenic	unclassified + intergenic
DG0003757	CopyNumber	Wildtype	1046989301	MRPL13	984419005		unclassified	intergenic	unclassified + intergenic
DG0003758	CopyNumber	Wildtype	1046988818	MRPL13	984419005		unclassified	intergenic	unclassified + intergenic
DG0003759	CopyNumber	Wildtype	1047321232	FAM91A1	1056701480		unclassified	intergenic	unclassified + intergenic
DG0003760	CopyNumber	Wildtype	1047320367	FAM91A1	1056701480		unclassified	intergenic	unclassified + intergenic
DG0003761	CopyNumber	Wildtype	1046712047	MED30	1065760938		unclassified	intergenic	unclassified + intergenic
DG0003762	CopyNumber	Wildtype	1046712050	MED30	1065760938		unclassified	intergenic	unclassified + intergenic
DG0003763	CopyNumber	Wildtype	1046872754	MAL2	1098656079		unclassified	intergenic	unclassified + intergenic
DG0003764	CopyNumber	Wildtype	1046871352	MAL2	1098656079		unclassified	intergenic	unclassified + intergenic
DG0003765	CopyNumber	Wildtype	1048232947	LRRC6	1066525802		unclassified	intergenic	unclassified + intergenic
DG0003766	CopyNumber	Wildtype	1048230263	LRRC6	1066525802		unclassified	intergenic	unclassified + intergenic
DG0003767	CopyNumber	Wildtype	1047305875	KLHL38	1043200385		unclassified	intergenic	unclassified + intergenic
DG0003768	CopyNumber	Wildtype	1047305865	KLHL38	1043200385		unclassified	intergenic	unclassified + intergenic
DG0003769	CopyNumber	Wildtype	1048562575	KHDRBS3	1115052901		unclassified	intergenic	unclassified + intergenic
DG0003770	CopyNumber	Wildtype	1048561957	KHDRBS3	1115052901		unclassified	intergenic	unclassified + intergenic
DG0003771	CopyNumber	Wildtype	1048179774	KCNQ3	1009711944		unclassified	intergenic	unclassified + intergenic
DG0003772	CopyNumber	Wildtype	1048178032	KCNQ3	1009711944		unclassified	intergenic	unclassified + intergenic
DG0003773	CopyNumber	Wildtype	1048980833	KCNK9	1095904048		unclassified	intergenic	unclassified + intergenic
DG0003774	CopyNumber	Wildtype	1048980850	KCNK9	1095904048		unclassified	intergenic	unclassified + intergenic
DG0003775	CopyNumber	Wildtype	1048169055	HHLA1	927439214		unclassified	intergenic	unclassified + intergenic
DG0003776	CopyNumber	Wildtype	1048167884	HHLA1	927439214		unclassified	intergenic	unclassified + intergenic
DG0003777	CopyNumber	Wildtype	1047096197	HAS2	978797100		unclassified	intergenic	unclassified + intergenic
DG0003778	CopyNumber	Wildtype	1047096208	HAS2	978797100		unclassified	intergenic	unclassified + intergenic
DG0003779	CopyNumber	Wildtype	1047934723	GSDMC	900826133		unclassified	intergenic	unclassified + intergenic
DG0003780	CopyNumber	Wildtype	1047935688	GSDMC	900826133		unclassified	intergenic	unclassified + intergenic
DG0003781	CopyNumber	Wildtype	1049204546	GPR20	1120472798		unclassified	intergenic	unclassified + intergenic
DG0003782	CopyNumber	Wildtype	1049204506	GPR20	1120472798		unclassified	intergenic	unclassified + intergenic
DG0003783	CopyNumber	Wildtype	1047346652	FER1L6	1126891518		unclassified	intergenic	unclassified + intergenic
DG0003784	CopyNumber	Wildtype	1047344859	FER1L6	1126891518		unclassified	intergenic	unclassified + intergenic
DG0003785	CopyNumber	Wildtype	1047291201	FBXO32	966338650		unclassified	intergenic	unclassified + intergenic
DG0003786	CopyNumber	Wildtype	1047291204	FBXO32	966338650		unclassified	intergenic	unclassified + intergenic
DG0003787	CopyNumber	Wildtype	1048796221	FAM135B	971523031		unclassified	intergenic	unclassified + intergenic
DG0003788	CopyNumber	Wildtype	1048807097	FAM135B	971523031		unclassified	intergenic	unclassified + intergenic
DG0003789	CopyNumber	Wildtype	1047452390	ZNF572	983751016		unclassified	intergenic	unclassified + intergenic
DG0003790	CopyNumber	Wildtype	1047452336	ZNF572	983751016		unclassified	intergenic	unclassified + intergenic
DG0003791	CopyNumber	Wildtype	1168924961	SIRPB1	918208732		unclassified	intergenic	unclassified + intergenic
DG0003792	CopyNumber	Wildtype	1168925904	SIRPB1	918208732		unclassified	intergenic	unclassified + intergenic
DG0003793	ScaffoldPosition	Wildtype	1163612791	LSM4	CTRL00741		essential	non-targeting	essential + non-targeting
DG0003794	ScaffoldPosition	Wildtype	1163612794	LSM4	CTRL00741		essential	non-targeting	essential + non-targeting
DG0003795	ScaffoldPosition	Wildtype	954733919	GNL3	CTRL00311		essential	non-targeting	essential + non-targeting
DG0003796	ScaffoldPosition	Wildtype	954734137	GNL3	CTRL00311		essential	non-targeting	essential + non-targeting
DG0003797	ScaffoldPosition	Wildtype	903486475	RPL11	CTRL00208		essential	non-targeting	essential + non-targeting
DG0003798	ScaffoldPosition	Wildtype	903486594	RPL11	CTRL00208		essential	non-targeting	essential + non-targeting
DG0003799	ScaffoldPosition	Wildtype	1148671387	PHB	CTRL00731		essential	non-targeting	essential + non-targeting
DG0003800	ScaffoldPosition	Wildtype	1148671388	PHB	CTRL00731		essential	non-targeting	essential + non-targeting
DG0003801	ScaffoldPosition	Wildtype	1077098532	RPLP2	CTRL00449		essential	non-targeting	essential + non-targeting
DG0003802	ScaffoldPosition	Wildtype	1077098736	RPLP2	CTRL00449		essential	non-targeting	essential + non-targeting
DG0003803	ScaffoldPosition	Wildtype	938003320	WDR33	CTRL00204		unclassified	non-targeting	unclassified + non-targeting
DG0003804	ScaffoldPosition	Wildtype	938003630	WDR33	CTRL00204		unclassified	non-targeting	unclassified + non-targeting
DG0003805	ScaffoldPosition	Wildtype	1057734937	NCBP1	CTRL00542		unclassified	non-targeting	unclassified + non-targeting
DG0003806	ScaffoldPosition	Wildtype	1057735374	NCBP1	CTRL00542		unclassified	non-targeting	unclassified + non-targeting
DG0003807	ScaffoldPosition	Wildtype	923604459	TBCE	CTRL00006		unclassified	non-targeting	unclassified + non-targeting
DG0003808	ScaffoldPosition	Wildtype	923602393	TBCE	CTRL00006		unclassified	non-targeting	unclassified + non-targeting
DG0003809	ScaffoldPosition	Wildtype	1029493410	SRRT	CTRL00277		unclassified	non-targeting	unclassified + non-targeting
DG0003810	ScaffoldPosition	Wildtype	1029493591	SRRT	CTRL00277		unclassified	non-targeting	unclassified + non-targeting
DG0003811	ScaffoldPosition	Wildtype	944242742	HSPE1	CTRL00510		unclassified	non-targeting	unclassified + non-targeting
DG0003812	ScaffoldPosition	Wildtype	944242745	HSPE1	CTRL00510		unclassified	non-targeting	unclassified + non-targeting
DG0003813	ScaffoldPosition	Wildtype	966872366	PSMD2	CTRL00773		unclassified	non-targeting	unclassified + non-targeting
DG0003814	ScaffoldPosition	Wildtype	966872748	PSMD2	CTRL00773		unclassified	non-targeting	unclassified + non-targeting
DG0003815	ScaffoldPosition	Wildtype	923734896	HEATR1	CTRL00683		essential	non-targeting	essential + non-targeting
DG0003816	ScaffoldPosition	Wildtype	923735578	HEATR1	CTRL00683		essential	non-targeting	essential + non-targeting
DG0003817	ScaffoldPosition	Wildtype	904085819	RPA2	CTRL00749		essential	non-targeting	essential + non-targeting
DG0003818	ScaffoldPosition	Wildtype	904085811	RPA2	CTRL00749		essential	non-targeting	essential + non-targeting
DG0003819	ScaffoldPosition	Wildtype	1147789207	RPL27	CTRL00175		essential	non-targeting	essential + non-targeting
DG0003820	ScaffoldPosition	Wildtype	1147788663	RPL27	CTRL00175		essential	non-targeting	essential + non-targeting
DG0003821	ScaffoldPosition	Wildtype	1006312792	RPS18	CTRL00320		unclassified	non-targeting	unclassified + non-targeting
DG0003822	ScaffoldPosition	Wildtype	1006313200	RPS18	CTRL00320		unclassified	non-targeting	unclassified + non-targeting
DG0003823	ScaffoldPosition	Wildtype	1143668510	RPL26	CTRL00316		unclassified	non-targeting	unclassified + non-targeting
DG0003824	ScaffoldPosition	Wildtype	1143668526	RPL26	CTRL00316		unclassified	non-targeting	unclassified + non-targeting
DG0003825	ScaffoldPosition	Wildtype	1161384366	EEF2	CTRL00901		essential	non-targeting	essential + non-targeting
DG0003826	ScaffoldPosition	Wildtype	1161384218	EEF2	CTRL00901		essential	non-targeting	essential + non-targeting
DG0003827	ScaffoldPosition	Wildtype	906340726	EIF2B3	CTRL00890		unclassified	non-targeting	unclassified + non-targeting
DG0003828	ScaffoldPosition	Wildtype	906336992	EIF2B3	CTRL00890		unclassified	non-targeting	unclassified + non-targeting
DG0003829	ScaffoldPosition	Wildtype	1051655581	RPS6	CTRL00054		essential	non-targeting	essential + non-targeting
DG0003830	ScaffoldPosition	Wildtype	1051655566	RPS6	CTRL00054		essential	non-targeting	essential + non-targeting
DG0003831	ScaffoldPosition	Wildtype	1154994009	SNRPD1	CTRL00161		essential	non-targeting	essential + non-targeting
DG0003832	ScaffoldPosition	Wildtype	1154994722	SNRPD1	CTRL00161		essential	non-targeting	essential + non-targeting
DG0003833	ScaffoldPosition	Wildtype	1200057466	HAUS7	CTRL00757		unclassified	non-targeting	unclassified + non-targeting
DG0003834	ScaffoldPosition	Wildtype	1200057471	HAUS7	CTRL00757		unclassified	non-targeting	unclassified + non-targeting
DG0003835	ScaffoldPosition	Wildtype	1056169954	HNRNPK	CTRL00678		essential	non-targeting	essential + non-targeting
DG0003836	ScaffoldPosition	Wildtype	1056170093	HNRNPK	CTRL00678		essential	non-targeting	essential + non-targeting
DG0003837	ScaffoldPosition	Wildtype	1139932010	SF3B3	CTRL00712		essential	non-targeting	essential + non-targeting
DG0003838	ScaffoldPosition	Wildtype	1139934070	SF3B3	CTRL00712		essential	non-targeting	essential + non-targeting
DG0003839	ScaffoldPosition	Wildtype	1074131602	SMC3	CTRL00232		essential	non-targeting	essential + non-targeting
DG0003840	ScaffoldPosition	Wildtype	1074131487	SMC3	CTRL00232		essential	non-targeting	essential + non-targeting
DG0003841	ScaffoldPosition	Wildtype	1064237175	PRPF18	CTRL00946		essential	non-targeting	essential + non-targeting
DG0003842	ScaffoldPosition	Wildtype	1064239348	PRPF18	CTRL00946		essential	non-targeting	essential + non-targeting
DG0003843	ScaffoldPosition	Wildtype	967797954	OPA1	CTRL00656		unclassified	non-targeting	unclassified + non-targeting
DG0003844	ScaffoldPosition	Wildtype	967799738	OPA1	CTRL00656		unclassified	non-targeting	unclassified + non-targeting
DG0003845	ScaffoldPosition	Wildtype	1013442099	CDC40	CTRL00123		essential	non-targeting	essential + non-targeting
DG0003846	ScaffoldPosition	Wildtype	1013444593	CDC40	CTRL00123		essential	non-targeting	essential + non-targeting
DG0003847	ScaffoldPosition	Wildtype	1142845697	PAFAH1B1	CTRL00068		unclassified	non-targeting	unclassified + non-targeting
DG0003848	ScaffoldPosition	Wildtype	1142845696	PAFAH1B1	CTRL00068		unclassified	non-targeting	unclassified + non-targeting
DG0003849	ScaffoldPosition	Wildtype	997987926	ETF1	CTRL00655		essential	non-targeting	essential + non-targeting
DG0003850	ScaffoldPosition	Wildtype	997987181	ETF1	CTRL00655		essential	non-targeting	essential + non-targeting
DG0003851	ScaffoldPosition	Wildtype	966403761	ACTL6A	CTRL00929		unclassified	non-targeting	unclassified + non-targeting
DG0003852	ScaffoldPosition	Wildtype	966404603	ACTL6A	CTRL00929		unclassified	non-targeting	unclassified + non-targeting
DG0003853	ScaffoldPosition	Wildtype	1149616605	SRSF1	CTRL00490		essential	non-targeting	essential + non-targeting
DG0003854	ScaffoldPosition	Wildtype	1149616599	SRSF1	CTRL00490		essential	non-targeting	essential + non-targeting
DG0003855	ScaffoldPosition	Wildtype	1200279693	DKC1	CTRL00370		unclassified	non-targeting	unclassified + non-targeting
DG0003856	ScaffoldPosition	Wildtype	1200279801	DKC1	CTRL00370		unclassified	non-targeting	unclassified + non-targeting
DG0003857	ScaffoldPosition	Wildtype	999333895	RBM22	CTRL00585		unclassified	non-targeting	unclassified + non-targeting
DG0003858	ScaffoldPosition	Wildtype	999333719	RBM22	CTRL00585		unclassified	non-targeting	unclassified + non-targeting
DG0003859	ScaffoldPosition	Wildtype	1165849955	HNRNPL	CTRL00761		unclassified	non-targeting	unclassified + non-targeting
DG0003860	ScaffoldPosition	Wildtype	1165849399	HNRNPL	CTRL00761		unclassified	non-targeting	unclassified + non-targeting
DG0003861	ScaffoldPosition	Wildtype	1165489445	POLR2I	CTRL00804		essential	non-targeting	essential + non-targeting
DG0003862	ScaffoldPosition	Wildtype	1165489414	POLR2I	CTRL00804		essential	non-targeting	essential + non-targeting
DG0003863	ScaffoldPosition	Wildtype	962858903	COPB2	CTRL00917		unclassified	non-targeting	unclassified + non-targeting
DG0003864	ScaffoldPosition	Wildtype	962858554	COPB2	CTRL00917		unclassified	non-targeting	unclassified + non-targeting
DG0003865	ScaffoldPosition	Wildtype	953165190	RPL14	CTRL00992		essential	non-targeting	essential + non-targeting
DG0003866	ScaffoldPosition	Wildtype	953165196	RPL14	CTRL00992		essential	non-targeting	essential + non-targeting
DG0003867	ScaffoldPosition	Wildtype	1115987210	GEMIN2	CTRL00164		unclassified	non-targeting	unclassified + non-targeting
DG0003868	ScaffoldPosition	Wildtype	1115987198	GEMIN2	CTRL00164		unclassified	non-targeting	unclassified + non-targeting
DG0003869	ScaffoldPosition	Wildtype	1083459630	NXF1	CTRL00407		essential	non-targeting	essential + non-targeting
DG0003870	ScaffoldPosition	Wildtype	1083459789	NXF1	CTRL00407		essential	non-targeting	essential + non-targeting
DG0003871	ScaffoldPosition	Wildtype	1096127231	TUBA1B	CTRL00335		unclassified	non-targeting	unclassified + non-targeting
DG0003872	ScaffoldPosition	Wildtype	1096127328	TUBA1B	CTRL00335		unclassified	non-targeting	unclassified + non-targeting
DG0003873	ScaffoldPosition	Wildtype	1138362831	NUDT21	CTRL00794		essential	non-targeting	essential + non-targeting
DG0003874	ScaffoldPosition	Wildtype	1138362931	NUDT21	CTRL00794		essential	non-targeting	essential + non-targeting
DG0003875	ScaffoldPosition	Wildtype	1063444884	RBM17	CTRL00934		essential	non-targeting	essential + non-targeting
DG0003876	ScaffoldPosition	Wildtype	1063444454	RBM17	CTRL00934		essential	non-targeting	essential + non-targeting
DG0003877	ScaffoldPosition	Wildtype	934682084	SNRNP200	CTRL00107		essential	non-targeting	essential + non-targeting
DG0003878	ScaffoldPosition	Wildtype	934682764	SNRNP200	CTRL00107		essential	non-targeting	essential + non-targeting
DG0003879	ScaffoldPosition	Wildtype	1178552328	SON	CTRL00975		unclassified	non-targeting	unclassified + non-targeting
DG0003880	ScaffoldPosition	Wildtype	1178552331	SON	CTRL00975		unclassified	non-targeting	unclassified + non-targeting
