ID	Notes	Scaffold	sgRNA1_ID	Gene1	sgRNA2_ID	Gene2	Gene_Pair	PILOT_100X_D14_R1	PILOT_100X_D14_R2	PILOT_100X_D14_R3	PILOT_100X_D3	PILOT_500X_D14_R1	PILOT_500X_D14_R2	PILOT_500X_D14_R3	PILOT_500X_D3	PILOT_PCR500X_D14_R1	PILOT_PCR500X_D14_R2	PILOT_PCR500X_D14_R3	PILOT_PCR500X_D3	PILOT_Plasmid
DG0003514	CopyNumber	Wildtype	1049113811	PTK2	CTRL00773	NONTARGETING	PTK2~NONTARGETING	85	120	77	112	161	106	139	173	110	69	126	175	276
DG0003515	CopyNumber	Wildtype	1048331816	ST3GAL1	CTRL00683	NONTARGETING	ST3GAL1~NONTARGETING	57	93	66	18	72	75	81	56	55	33	52	55	88
DG0003516	CopyNumber	Wildtype	1048331802	ST3GAL1	CTRL00683	NONTARGETING	ST3GAL1~NONTARGETING	36	40	78	38	54	49	46	42	59	22	44	48	107
DG0003517	CopyNumber	Wildtype	1047697268	POU5F1B	CTRL00749	NONTARGETING	POU5F1B~NONTARGETING	43	47	100	48	121	63	93	92	72	33	89	56	126
DG0003518	CopyNumber	Wildtype	1047697293	POU5F1B	CTRL00749	NONTARGETING	POU5F1B~NONTARGETING	60	96	103	50	135	100	91	82	73	198	69	62	127
DG0003519	CopyNumber	Wildtype	1048246195	PHF20L1	CTRL00175	NONTARGETING	PHF20L1~NONTARGETING	92	130	127	41	133	137	128	75	79	107	131	96	96
DG0003520	CopyNumber	Wildtype	1048244445	PHF20L1	CTRL00175	NONTARGETING	PHF20L1~NONTARGETING	62	60	68	38	128	111	112	49	36	80	68	34	76
DG0003521	CopyNumber	Wildtype	1048163484	OC90	CTRL00320	NONTARGETING	OC90~NONTARGETING	60	74	80	64	144	95	128	118	68	93	130	55	203
DG0003522	CopyNumber	Wildtype	1048163491	OC90	CTRL00320	NONTARGETING	OC90~NONTARGETING	93	158	111	81	208	184	197	149	156	228	167	181	314
DG0003523	CopyNumber	Wildtype	1047488806	NSMCE2	CTRL00316	NONTARGETING	NSMCE2~NONTARGETING	105	78	154	72	185	132	185	112	98	96	215	69	133
DG0003524	CopyNumber	Wildtype	1047469191	NSMCE2	CTRL00316	NONTARGETING	NSMCE2~NONTARGETING	110	134	122	89	137	107	134	111	75	127	121	73	138
DG0003525	CopyNumber	Wildtype	1047400134	NDUFB9	CTRL00901	NONTARGETING	NDUFB9~NONTARGETING	51	33	32	42	75	44	47	70	48	34	36	37	103
DG0003526	CopyNumber	Wildtype	1047400605	NDUFB9	CTRL00901	NONTARGETING	NDUFB9~NONTARGETING	88	29	58	33	69	46	56	72	26	15	59	37	92
DG0003527	CopyNumber	Wildtype	1048301817	NDRG1	CTRL00890	NONTARGETING	NDRG1~NONTARGETING	88	175	191	57	200	132	204	94	115	160	159	81	223
DG0003528	CopyNumber	Wildtype	1048302531	NDRG1	CTRL00890	NONTARGETING	NDRG1~NONTARGETING	116	138	164	86	232	129	148	126	90	131	119	135	167
DG0003529	CopyNumber	Wildtype	1047454914	SQLE	CTRL00054	NONTARGETING	SQLE~NONTARGETING	50	37	53	44	39	30	41	41	33	30	29	37	115
DG0003530	CopyNumber	Wildtype	1047455288	SQLE	CTRL00054	NONTARGETING	SQLE~NONTARGETING	36	41	38	38	66	52	88	57	98	28	40	32	171
DG0003531	CopyNumber	Wildtype	1046922450	TAF2	CTRL00161	NONTARGETING	TAF2~NONTARGETING	77	71	104	97	131	76	100	156	27	54	72	133	202
DG0003532	CopyNumber	Wildtype	1046926523	TAF2	CTRL00161	NONTARGETING	TAF2~NONTARGETING	126	66	133	83	149	115	177	190	89	89	133	131	231
DG0003533	CopyNumber	Wildtype	1048064302	ADCY8	CTRL00757	NONTARGETING	ADCY8~NONTARGETING	110	104	80	60	150	112	173	87	82	132	74	73	158
DG0003534	CopyNumber	Wildtype	1048072710	ADCY8	CTRL00757	NONTARGETING	ADCY8~NONTARGETING	103	97	99	66	123	130	126	120	126	82	110	134	215
DG0003535	CopyNumber	Wildtype	1047390973	TRMT12	CTRL00678	NONTARGETING	TRMT12~NONTARGETING	60	60	103	45	99	53	81	88	49	73	78	59	175
DG0003536	CopyNumber	Wildtype	1047391038	TRMT12	CTRL00678	NONTARGETING	TRMT12~NONTARGETING	59	58	94	60	99	101	98	93	104	106	119	82	207
DG0003537	CopyNumber	Wildtype	1047225472	ZHX2	CTRL00712	NONTARGETING	ZHX2~NONTARGETING	68	76	70	62	166	84	157	103	86	89	165	105	175
DG0003538	CopyNumber	Wildtype	1047225439	ZHX2	CTRL00712	NONTARGETING	ZHX2~NONTARGETING	90	75	87	41	73	59	105	74	48	123	39	40	121
DG0003539	CopyNumber	Wildtype	1047260532	ZHX1	CTRL00232	NONTARGETING	ZHX1~NONTARGETING	89	50	83	59	120	52	71	77	34	57	73	39	154
DG0003540	CopyNumber	Wildtype	1047260519	ZHX1	CTRL00232	NONTARGETING	ZHX1~NONTARGETING	36	52	92	43	79	71	97	66	65	58	67	28	136
DG0003541	CopyNumber	Wildtype	1048459417	ZFAT	CTRL00946	NONTARGETING	ZFAT~NONTARGETING	67	92	92	43	108	140	143	46	117	115	104	45	84
DG0003542	CopyNumber	Wildtype	1048458841	ZFAT	CTRL00946	NONTARGETING	ZFAT~NONTARGETING	72	153	95	40	136	155	185	80	106	123	88	37	134
DG0003543	CopyNumber	Wildtype	1047279947	WDYHV1	CTRL00656	NONTARGETING	WDYHV1~NONTARGETING	89	108	89	54	89	86	130	119	62	107	94	102	114
DG0003544	CopyNumber	Wildtype	1047279944	WDYHV1	CTRL00656	NONTARGETING	WDYHV1~NONTARGETING	121	144	146	92	165	130	181	127	175	82	168	98	151
DG0003545	CopyNumber	Wildtype	1047461267	WASHC5	CTRL00123	NONTARGETING	WASHC5~NONTARGETING	88	84	44	65	106	105	102	79	86	77	99	93	124
DG0003546	CopyNumber	Wildtype	1047462096	WASHC5	CTRL00123	NONTARGETING	WASHC5~NONTARGETING	164	122	145	80	150	138	130	166	119	115	153	80	197
DG0003547	CopyNumber	Wildtype	1046644161	UTP23	CTRL00068	NONTARGETING	UTP23~NONTARGETING	35	33	40	73	39	18	55	119	40	20	25	102	271
DG0003548	CopyNumber	Wildtype	1046644180	UTP23	CTRL00068	NONTARGETING	UTP23~NONTARGETING	25	19	25	21	40	25	43	66	24	48	41	59	122
DG0003549	CopyNumber	Wildtype	1047499554	TRIB1	CTRL00655	NONTARGETING	TRIB1~NONTARGETING	88	75	53	72	79	63	107	102	57	59	28	96	128
DG0003550	CopyNumber	Wildtype	1047500060	TRIB1	CTRL00655	NONTARGETING	TRIB1~NONTARGETING	30	56	31	57	90	49	88	109	41	21	77	86	158
DG0003551	CopyNumber	Wildtype	1047396460	TATDN1	CTRL00929	NONTARGETING	TATDN1~NONTARGETING	51	82	60	39	91	44	59	73	35	44	41	53	116
DG0003552	CopyNumber	Wildtype	1047397556	TATDN1	CTRL00929	NONTARGETING	TATDN1~NONTARGETING	41	49	31	27	73	49	72	64	37	58	63	57	105
DG0003553	CopyNumber	Wildtype	1049076117	TRAPPC9	CTRL00490	NONTARGETING	TRAPPC9~NONTARGETING	29	69	26	19	57	43	48	46	16	62	37	18	102
DG0003554	CopyNumber	Wildtype	1049082024	TRAPPC9	CTRL00490	NONTARGETING	TRAPPC9~NONTARGETING	61	50	61	71	116	70	81	151	105	91	134	101	181
DG0003555	CopyNumber	Wildtype	1046847354	TNFRSF11B	CTRL00370	NONTARGETING	TNFRSF11B~NONTARGETING	163	94	88	83	155	96	132	140	140	179	142	109	178
DG0003556	CopyNumber	Wildtype	1046847365	TNFRSF11B	CTRL00370	NONTARGETING	TNFRSF11B~NONTARGETING	118	82	95	64	175	88	170	102	81	133	151	86	136
DG0003557	CopyNumber	Wildtype	1048242011	TMEM71	CTRL00585	NONTARGETING	TMEM71~NONTARGETING	29	48	47	43	63	83	72	49	79	53	66	51	68
DG0003558	CopyNumber	Wildtype	1048241996	TMEM71	CTRL00585	NONTARGETING	TMEM71~NONTARGETING	17	44	32	18	44	53	36	47	35	25	25	39	103
DG0003559	CopyNumber	Wildtype	1047381832	TMEM65	CTRL00761	NONTARGETING	TMEM65~NONTARGETING	109	170	156	152	228	157	241	191	96	203	160	119	268
DG0003560	CopyNumber	Wildtype	1047381823	TMEM65	CTRL00761	NONTARGETING	TMEM65~NONTARGETING	109	24	74	50	116	79	88	99	51	59	93	73	135
DG0003561	CopyNumber	Wildtype	1048253663	TG	CTRL00804	NONTARGETING	TG~NONTARGETING	136	96	165	83	100	108	122	101	63	108	110	99	187
DG0003562	CopyNumber	Wildtype	1048256165	TG	CTRL00804	NONTARGETING	TG~NONTARGETING	54	61	61	45	115	88	101	78	86	72	78	78	174
DG0003563	CopyNumber	Wildtype	1047241515	TBC1D31	CTRL00917	NONTARGETING	TBC1D31~NONTARGETING	31	40	34	42	40	59	69	24	45	40	33	42	70
DG0003564	CopyNumber	Wildtype	1047242206	TBC1D31	CTRL00917	NONTARGETING	TBC1D31~NONTARGETING	89	92	81	26	91	98	82	62	84	71	74	84	137
DG0003565	CopyNumber	Wildtype	1047732517	MYC	CTRL00992	NONTARGETING	MYC~NONTARGETING	6	20	13	16	2	5	7	38	18	7	7	28	108
DG0003566	CopyNumber	Wildtype	1047732605	MYC	CTRL00992	NONTARGETING	MYC~NONTARGETING	11	2	4	45	17	20	18	51	48	6	0	43	136
DG0003567	CopyNumber	Wildtype	1047403624	MTSS1	CTRL00164	NONTARGETING	MTSS1~NONTARGETING	38	15	31	19	28	32	29	44	17	31	33	46	120
DG0003568	CopyNumber	Wildtype	1047403166	MTSS1	CTRL00164	NONTARGETING	MTSS1~NONTARGETING	33	25	78	31	56	43	80	54	21	63	33	57	171
DG0003569	CopyNumber	Wildtype	1046990818	MTBP	CTRL00407	NONTARGETING	MTBP~NONTARGETING	14	17	21	23	26	18	15	44	8	21	5	21	81
DG0003570	CopyNumber	Wildtype	1046990361	MTBP	CTRL00407	NONTARGETING	MTBP~NONTARGETING	149	122	98	70	173	134	181	143	122	108	201	134	188
DG0003571	CopyNumber	Wildtype	1046770185	EXT1	CTRL00335	NONTARGETING	EXT1~NONTARGETING	128	93	81	60	102	94	111	103	73	82	107	98	164
DG0003572	CopyNumber	Wildtype	1046770208	EXT1	CTRL00335	NONTARGETING	EXT1~NONTARGETING	79	72	123	64	135	81	148	88	67	56	195	84	146
DG0003573	CopyNumber	Wildtype	1046634505	EIF3H	CTRL00794	NONTARGETING	EIF3H~NONTARGETING	66	55	58	51	95	73	89	79	58	44	92	69	175
DG0003574	CopyNumber	Wildtype	1046634509	EIF3H	CTRL00794	NONTARGETING	EIF3H~NONTARGETING	55	55	51	43	55	36	66	53	35	20	53	57	106
DG0003575	CopyNumber	Wildtype	1048157201	EFR3A	CTRL00934	NONTARGETING	EFR3A~NONTARGETING	24	34	40	43	50	48	45	88	41	53	130	86	116
DG0003576	CopyNumber	Wildtype	1048157193	EFR3A	CTRL00934	NONTARGETING	EFR3A~NONTARGETING	52	65	57	56	83	56	78	87	97	49	50	51	127
DG0003577	CopyNumber	Wildtype	1046932498	DSCC1	CTRL00107	NONTARGETING	DSCC1~NONTARGETING	24	13	56	16	45	40	47	49	31	45	30	24	103
DG0003578	CopyNumber	Wildtype	1046932194	DSCC1	CTRL00107	NONTARGETING	DSCC1~NONTARGETING	42	59	31	42	112	56	110	54	70	37	98	43	157
DG0003579	CopyNumber	Wildtype	1047233872	DERL1	CTRL00975	NONTARGETING	DERL1~NONTARGETING	77	61	84	61	103	77	97	101	85	71	84	93	179
DG0003580	CopyNumber	Wildtype	1047235931	DERL1	CTRL00975	NONTARGETING	DERL1~NONTARGETING	95	105	142	89	158	111	178	145	125	132	102	119	212
DG0003581	CopyNumber	Wildtype	1046944909	DEPTOR	CTRL00221	NONTARGETING	DEPTOR~NONTARGETING	24	71	31	37	60	59	61	58	63	73	48	31	86
DG0003582	CopyNumber	Wildtype	1046948919	DEPTOR	CTRL00221	NONTARGETING	DEPTOR~NONTARGETING	59	96	80	64	89	107	100	73	108	84	83	67	125
DG0003583	CopyNumber	Wildtype	1049171673	DENND3	CTRL00821	NONTARGETING	DENND3~NONTARGETING	82	108	99	111	168	109	180	135	125	95	97	105	238
DG0003584	CopyNumber	Wildtype	1049172146	DENND3	CTRL00821	NONTARGETING	DENND3~NONTARGETING	41	86	41	54	95	67	64	96	27	85	113	59	153
DG0003585	CopyNumber	Wildtype	1046858822	COLEC10	CTRL00517	NONTARGETING	COLEC10~NONTARGETING	133	105	197	93	200	132	230	136	172	115	157	80	135
DG0003586	CopyNumber	Wildtype	1046858817	COLEC10	CTRL00517	NONTARGETING	COLEC10~NONTARGETING	158	109	180	103	230	137	254	165	182	200	194	141	196
DG0003587	CopyNumber	Wildtype	1048881821	COL22A1	CTRL00312	NONTARGETING	COL22A1~NONTARGETING	113	125	118	46	150	100	136	130	107	136	103	109	177
DG0003588	CopyNumber	Wildtype	1048881884	COL22A1	CTRL00312	NONTARGETING	COL22A1~NONTARGETING	118	215	145	70	267	231	241	105	252	149	250	132	206
DG0003589	CopyNumber	Wildtype	1046973414	COL14A1	CTRL00628	NONTARGETING	COL14A1~NONTARGETING	57	53	86	60	92	68	111	90	58	67	153	93	170
DG0003590	CopyNumber	Wildtype	1046970364	COL14A1	CTRL00628	NONTARGETING	COL14A1~NONTARGETING	118	99	97	57	112	133	147	89	89	172	112	94	140
DG0003591	CopyNumber	Wildtype	1049090700	CHRAC1	CTRL00022	NONTARGETING	CHRAC1~NONTARGETING	62	87	57	40	92	76	91	74	77	72	68	70	114
DG0003592	CopyNumber	Wildtype	1049090676	CHRAC1	CTRL00022	NONTARGETING	CHRAC1~NONTARGETING	74	51	73	80	74	60	78	96	65	61	60	72	131
DG0003593	CopyNumber	Wildtype	1047258100	C8orf76	CTRL00478	NONTARGETING	C8orf76~NONTARGETING	116	102	135	68	154	111	138	94	187	120	137	102	190
DG0003594	CopyNumber	Wildtype	1047258821	C8orf76	CTRL00478	NONTARGETING	C8orf76~NONTARGETING	0	0	0	0	3	2	11	1	2	10	0	0	0
DG0003595	CopyNumber	Wildtype	1047274616	ATAD2	CTRL01004	NONTARGETING	ATAD2~NONTARGETING	107	155	128	111	213	166	210	185	136	144	167	173	327
DG0003596	CopyNumber	Wildtype	1047270069	ATAD2	CTRL01004	NONTARGETING	ATAD2~NONTARGETING	105	92	103	73	99	82	115	149	71	121	60	95	235
DG0003597	CopyNumber	Wildtype	1047984070	ASAP1	CTRL00095	NONTARGETING	ASAP1~NONTARGETING	148	94	105	134	164	107	144	123	125	129	129	86	115
DG0003598	CopyNumber	Wildtype	1047978197	ASAP1	CTRL00095	NONTARGETING	ASAP1~NONTARGETING	136	129	171	154	316	190	258	188	190	163	212	133	245
DG0003599	CopyNumber	Wildtype	1047312289	ANXA13	CTRL00883	NONTARGETING	ANXA13~NONTARGETING	139	150	173	82	224	168	249	120	178	242	218	103	135
DG0003600	CopyNumber	Wildtype	1047311830	ANXA13	CTRL00883	NONTARGETING	ANXA13~NONTARGETING	111	100	143	76	167	129	190	127	151	120	159	114	134
DG0003601	CopyNumber	Wildtype	1049098440	AGO2	CTRL00549	NONTARGETING	AGO2~NONTARGETING	41	42	39	52	55	50	69	71	61	115	55	55	149
DG0003602	CopyNumber	Wildtype	1049097396	AGO2	CTRL00549	NONTARGETING	AGO2~NONTARGETING	3	0	6	2	4	0	2	2	0	0	0	0	2
DG0003603	CopyNumber	Wildtype	1046908566	ENPP2	CTRL00152	NONTARGETING	ENPP2~NONTARGETING	17	52	64	48	85	76	54	86	73	65	56	60	138
DG0003604	CopyNumber	Wildtype	1046910339	ENPP2	CTRL00152	NONTARGETING	ENPP2~NONTARGETING	29	48	51	37	40	53	73	49	37	26	33	23	69
DG0003605	CopyNumber	Wildtype	1047251187	FAM83A	CTRL00663	NONTARGETING	FAM83A~NONTARGETING	72	48	73	54	119	90	87	87	67	71	68	63	133
DG0003606	CopyNumber	Wildtype	1047252909	FAM83A	CTRL00663	NONTARGETING	FAM83A~NONTARGETING	61	52	74	44	79	50	64	51	50	99	50	62	96
DG0003607	CopyNumber	Wildtype	1046989301	MRPL13	CTRL00667	NONTARGETING	MRPL13~NONTARGETING	140	115	129	64	159	112	159	99	122	104	123	66	223
DG0003608	CopyNumber	Wildtype	1046988818	MRPL13	CTRL00667	NONTARGETING	MRPL13~NONTARGETING	99	88	85	66	171	120	120	77	112	125	119	71	170
DG0003609	CopyNumber	Wildtype	1047321232	FAM91A1	CTRL00377	NONTARGETING	FAM91A1~NONTARGETING	42	54	63	41	104	73	110	66	49	82	53	53	106
DG0003610	CopyNumber	Wildtype	1047320367	FAM91A1	CTRL00377	NONTARGETING	FAM91A1~NONTARGETING	56	90	90	41	62	49	90	46	53	87	78	35	134
DG0003611	CopyNumber	Wildtype	1046712047	MED30	CTRL00259	NONTARGETING	MED30~NONTARGETING	14	14	17	86	8	21	25	131	25	11	24	116	218
DG0003612	CopyNumber	Wildtype	1046712050	MED30	CTRL00259	NONTARGETING	MED30~NONTARGETING	8	35	36	132	18	4	18	147	7	19	30	133	207
DG0003613	CopyNumber	Wildtype	1046872754	MAL2	CTRL00860	NONTARGETING	MAL2~NONTARGETING	212	223	285	165	384	313	426	253	197	329	471	263	209
DG0003614	CopyNumber	Wildtype	1046871352	MAL2	CTRL00860	NONTARGETING	MAL2~NONTARGETING	238	158	191	255	359	179	341	375	196	183	278	289	372
DG0003615	CopyNumber	Wildtype	1048232947	LRRC6	CTRL00582	NONTARGETING	LRRC6~NONTARGETING	191	229	315	108	363	242	286	175	248	294	222	136	286
DG0003616	CopyNumber	Wildtype	1048230263	LRRC6	CTRL00582	NONTARGETING	LRRC6~NONTARGETING	60	103	65	45	110	73	103	82	30	151	111	55	128
DG0003617	CopyNumber	Wildtype	1047305875	KLHL38	CTRL00162	NONTARGETING	KLHL38~NONTARGETING	35	56	59	33	91	36	90	65	50	40	41	57	132
DG0003618	CopyNumber	Wildtype	1047305865	KLHL38	CTRL00162	NONTARGETING	KLHL38~NONTARGETING	54	65	68	43	77	66	76	100	116	91	123	66	174
DG0003619	CopyNumber	Wildtype	1048562575	KHDRBS3	CTRL00771	NONTARGETING	KHDRBS3~NONTARGETING	36	56	59	44	87	61	75	61	35	52	75	39	125
DG0003620	CopyNumber	Wildtype	1048561957	KHDRBS3	CTRL00771	NONTARGETING	KHDRBS3~NONTARGETING	51	55	56	80	122	82	94	84	29	77	96	64	129
DG0003621	CopyNumber	Wildtype	1048179774	KCNQ3	CTRL00601	NONTARGETING	KCNQ3~NONTARGETING	150	89	122	89	178	98	193	143	119	102	146	122	200
DG0003622	CopyNumber	Wildtype	1048178032	KCNQ3	CTRL00601	NONTARGETING	KCNQ3~NONTARGETING	58	55	47	57	97	38	86	81	57	90	84	59	129
DG0003623	CopyNumber	Wildtype	1048980833	KCNK9	CTRL00519	NONTARGETING	KCNK9~NONTARGETING	70	76	79	78	133	102	142	113	93	108	82	74	182
DG0003624	CopyNumber	Wildtype	1048980850	KCNK9	CTRL00519	NONTARGETING	KCNK9~NONTARGETING	101	43	74	54	182	88	142	125	137	113	81	101	155
DG0003625	CopyNumber	Wildtype	1048169055	HHLA1	CTRL00798	NONTARGETING	HHLA1~NONTARGETING	63	44	116	49	106	94	111	102	80	94	127	70	166
DG0003626	CopyNumber	Wildtype	1048167884	HHLA1	CTRL00798	NONTARGETING	HHLA1~NONTARGETING	21	25	17	46	60	53	40	70	22	40	45	68	128
DG0003627	CopyNumber	Wildtype	1047096197	HAS2	CTRL00560	NONTARGETING	HAS2~NONTARGETING	70	59	76	55	99	89	140	101	63	82	94	95	182
DG0003628	CopyNumber	Wildtype	1047096208	HAS2	CTRL00560	NONTARGETING	HAS2~NONTARGETING	171	150	129	72	222	179	208	97	153	224	198	94	187
DG0003629	CopyNumber	Wildtype	1047934723	GSDMC	CTRL00211	NONTARGETING	GSDMC~NONTARGETING	16	33	25	12	61	26	50	34	14	49	15	48	148
DG0003630	CopyNumber	Wildtype	1047935688	GSDMC	CTRL00211	NONTARGETING	GSDMC~NONTARGETING	38	31	41	14	69	52	53	26	39	74	42	28	93
DG0003631	CopyNumber	Wildtype	1049204546	GPR20	CTRL00425	NONTARGETING	GPR20~NONTARGETING	87	76	125	80	121	90	117	108	81	68	103	83	127
DG0003632	CopyNumber	Wildtype	1049204506	GPR20	CTRL00425	NONTARGETING	GPR20~NONTARGETING	104	89	89	56	184	133	125	104	181	123	143	58	132
DG0003633	CopyNumber	Wildtype	1047346652	FER1L6	CTRL00368	NONTARGETING	FER1L6~NONTARGETING	46	50	46	45	92	53	94	65	32	60	109	93	130
DG0003634	CopyNumber	Wildtype	1047344859	FER1L6	CTRL00368	NONTARGETING	FER1L6~NONTARGETING	238	179	214	73	254	204	257	141	242	135	217	107	244
DG0003635	CopyNumber	Wildtype	1047291201	FBXO32	CTRL00908	NONTARGETING	FBXO32~NONTARGETING	95	74	95	59	100	66	129	62	83	64	72	35	120
DG0003636	CopyNumber	Wildtype	1047291204	FBXO32	CTRL00908	NONTARGETING	FBXO32~NONTARGETING	170	173	152	97	279	176	252	115	187	162	207	156	258
DG0003637	CopyNumber	Wildtype	1048796221	FAM135B	CTRL00687	NONTARGETING	FAM135B~NONTARGETING	157	136	118	96	175	164	194	147	128	213	160	99	239
DG0003638	CopyNumber	Wildtype	1048807097	FAM135B	CTRL00687	NONTARGETING	FAM135B~NONTARGETING	141	107	124	99	99	128	160	107	129	154	171	73	154
DG0003639	CopyNumber	Wildtype	1047452390	ZNF572	CTRL00007	NONTARGETING	ZNF572~NONTARGETING	92	99	154	66	206	123	179	109	156	66	123	68	148
DG0003640	CopyNumber	Wildtype	1047452336	ZNF572	CTRL00007	NONTARGETING	ZNF572~NONTARGETING	84	149	191	92	213	139	194	151	184	145	160	130	225
DG0003641	CopyNumber	Wildtype	1168924961	SIRPB1	CTRL00872	NONTARGETING	SIRPB1~NONTARGETING	315	353	293	130	455	389	418	320	324	549	433	205	393
DG0003642	CopyNumber	Wildtype	1168925904	SIRPB1	CTRL00872	NONTARGETING	SIRPB1~NONTARGETING	463	368	558	216	712	485	584	353	418	642	612	320	399
DG0003643	CopyNumber	Wildtype	1046542498	TRPS1	1122026575	INTERGENIC	TRPS1~INTERGENIC	132	109	211	74	209	160	213	106	115	188	112	127	194
DG0003644	CopyNumber	Wildtype	1046542458	TRPS1	1122026575	INTERGENIC	TRPS1~INTERGENIC	112	156	176	73	195	113	162	143	141	127	134	143	175
DG0003645	CopyNumber	Wildtype	1046659937	AARD	940514764	INTERGENIC	AARD~INTERGENIC	191	166	162	215	331	209	289	224	230	267	222	246	306
DG0003646	CopyNumber	Wildtype	1046659960	AARD	940514764	INTERGENIC	AARD~INTERGENIC	152	123	167	76	254	152	213	116	140	151	192	152	166
DG0003647	CopyNumber	Wildtype	1049220563	PTP4A3	1063847130	INTERGENIC	PTP4A3~INTERGENIC	98	47	103	46	135	107	109	105	80	94	104	71	93
DG0003648	CopyNumber	Wildtype	1049220558	PTP4A3	1063847130	INTERGENIC	PTP4A3~INTERGENIC	73	74	99	57	106	99	134	63	112	114	88	65	84
DG0003649	CopyNumber	Wildtype	1047024526	SNTB1	985155272	INTERGENIC	SNTB1~INTERGENIC	136	79	89	67	147	99	136	129	105	98	167	165	182
DG0003650	CopyNumber	Wildtype	1047013138	SNTB1	985155272	INTERGENIC	SNTB1~INTERGENIC	163	135	123	90	185	152	162	110	131	106	188	107	143
DG0003651	CopyNumber	Wildtype	1049180344	SLC45A4	965042142	INTERGENIC	SLC45A4~INTERGENIC	126	100	119	43	155	100	195	93	102	91	98	86	137
DG0003652	CopyNumber	Wildtype	1049180275	SLC45A4	965042142	INTERGENIC	SLC45A4~INTERGENIC	104	78	131	73	137	115	141	101	102	104	202	79	145
DG0003653	CopyNumber	Wildtype	1046679532	SLC30A8	925576821	INTERGENIC	SLC30A8~INTERGENIC	26	56	44	67	53	68	115	92	26	108	61	51	89
DG0003654	CopyNumber	Wildtype	1046679961	SLC30A8	925576821	INTERGENIC	SLC30A8~INTERGENIC	29	41	39	28	38	62	57	43	54	36	44	33	40
DG0003655	CopyNumber	Wildtype	1048272235	SLA	943721389	INTERGENIC	SLA~INTERGENIC	69	95	94	34	89	91	92	57	50	87	91	42	79
DG0003656	CopyNumber	Wildtype	1048273089	SLA	943721389	INTERGENIC	SLA~INTERGENIC	68	113	99	68	114	142	124	80	113	97	87	58	151
DG0003657	CopyNumber	Wildtype	1046802114	SAMD12	1014839408	INTERGENIC	SAMD12~INTERGENIC	28	26	59	61	70	57	88	64	75	35	56	51	107
DG0003658	CopyNumber	Wildtype	1046815638	SAMD12	1014839408	INTERGENIC	SAMD12~INTERGENIC	85	105	168	80	151	162	161	161	165	153	216	90	180
DG0003659	CopyNumber	Wildtype	1047394797	RNF139	1032316778	INTERGENIC	RNF139~INTERGENIC	13	16	22	27	42	19	29	69	42	42	41	39	111
DG0003660	CopyNumber	Wildtype	1047394762	RNF139	1032316778	INTERGENIC	RNF139~INTERGENIC	49	56	38	50	132	74	78	73	63	61	79	46	114
DG0003661	CopyNumber	Wildtype	1046652599	RAD21	1024903596	INTERGENIC	RAD21~INTERGENIC	14	26	22	47	39	25	39	59	24	25	22	49	200
DG0003662	CopyNumber	Wildtype	1046652881	RAD21	1024903596	INTERGENIC	RAD21~INTERGENIC	36	12	49	31	54	26	46	87	47	27	44	79	204
DG0003663	CopyNumber	Wildtype	1049117542	PTK2	1009344572	INTERGENIC	PTK2~INTERGENIC	69	75	120	88	118	63	116	160	74	82	126	126	196
DG0003664	CopyNumber	Wildtype	1049113811	PTK2	1009344572	INTERGENIC	PTK2~INTERGENIC	28	43	38	115	133	80	92	141	49	77	77	155	195
DG0003665	CopyNumber	Wildtype	1048331816	ST3GAL1	1021429352	INTERGENIC	ST3GAL1~INTERGENIC	85	93	131	74	125	75	121	125	79	85	60	80	157
DG0003666	CopyNumber	Wildtype	1048331802	ST3GAL1	1021429352	INTERGENIC	ST3GAL1~INTERGENIC	77	140	149	128	172	133	158	209	126	102	131	139	244
DG0003667	CopyNumber	Wildtype	1047697268	POU5F1B	1031569547	INTERGENIC	POU5F1B~INTERGENIC	74	92	60	69	87	54	93	91	89	131	84	80	77
DG0003668	CopyNumber	Wildtype	1047697293	POU5F1B	1031569547	INTERGENIC	POU5F1B~INTERGENIC	210	164	196	61	203	162	195	134	190	130	223	96	142
DG0003669	CopyNumber	Wildtype	1048246195	PHF20L1	941352914	INTERGENIC	PHF20L1~INTERGENIC	91	105	99	71	185	123	173	126	155	156	118	115	118
DG0003670	CopyNumber	Wildtype	1048244445	PHF20L1	941352914	INTERGENIC	PHF20L1~INTERGENIC	161	154	197	64	243	202	207	131	212	195	227	111	189
DG0003671	CopyNumber	Wildtype	1048163484	OC90	1131322505	INTERGENIC	OC90~INTERGENIC	189	201	253	153	260	264	337	219	177	216	311	201	301
DG0003672	CopyNumber	Wildtype	1048163491	OC90	1131322505	INTERGENIC	OC90~INTERGENIC	94	139	87	78	138	100	128	130	115	139	106	75	176
DG0003673	CopyNumber	Wildtype	1047488806	NSMCE2	1055466993	INTERGENIC	NSMCE2~INTERGENIC	102	73	157	55	135	83	103	124	39	118	102	94	167
DG0003674	CopyNumber	Wildtype	1047469191	NSMCE2	1055466993	INTERGENIC	NSMCE2~INTERGENIC	42	43	86	74	61	63	77	80	55	59	69	48	92
DG0003675	CopyNumber	Wildtype	1047400134	NDUFB9	1119869746	INTERGENIC	NDUFB9~INTERGENIC	50	37	70	87	71	49	62	111	62	51	56	93	131
